方剂名称,方剂药物组成,主治,功效,日期,时间,备注：表格中不可出现合并单元格，不可出现特殊字符，否则将导致数据表无法正常展示。数据请填写在有相应列名的下方，无列名的区域内的数据将无法入库。时间格式填写时请选择正确的单元格格式：日期，具体时间格式请按照XXXX/XX/XX XX:XX书写，否则将无法入库。（为保障您上传的数据顺利入库，请选择2007及以上版本的office软件操作）
卫产膏,醋蒸红花4两，酒川芍3两，酒当归3两，醋大黄3两，台乌药2两，吴萸2两，苏木2两，香附2两（生、炒各半），蒲黄2两（生、炒各半），灵脂2两（生、炒各半），延胡2两（生、炒各半），桂枝2两，党参1两，熟地1两，白术1两，黄耆1两，萸肉1两，川乌1两，草乌1两，苍术1两，羌活1两，独活1两，防风1两，细辛1两，赤芍1两（炒），白芍1两（炒），丹皮1两（炒），南星1两，半夏1两，制厚朴1两，陈皮1两，醋青皮1两，醋三稜1两，醋莪术1两，木瓜1两，苏梗1两，香白芷1两，山楂1两（炒），神曲1两（炒），麦芽1两（炒），杜仲1两，川续断1两，熟牛膝1两，秦艽1两，荆穗1两，肉苁蓉1两，枳壳1两（炒），桔梗1两，槟榔1两，鳖血1两（炒），柴胡1两，杏仁1两，桃仁1两，大茴1两，良姜1两，炙甘草1两，菟丝子1两，蛇床子1两，黑远志1两，柏子仁1两，熟枣仁1两，五味子1两，灵仙1两，草果仁1两，益智仁1两，白附子1两，马鞭草1两，辰砂拌麦冬1两，车前子1两，泽泻1两，木通1两，木鳖仁1两，山甲1两，生姜2两，大蒜头2两，葱白8两（全用），韭8两（全用），黑小豆4两，艾4两，干荷叶4两，凤仙（鲜者1斤，干者2两），胡椒1两，川椒1两，干姜1两，炮姜炭1两，大枣7个，乌梅3个，槐枝49寸，桑枝49寸，桃枝49寸，柳枝49寸，发团1两6钱。,牙疔。牙根末痛连腮腭，破则流血，发热恶寒，头痛身强者。,,2021/5/19,2021/5/19 15:00,
三黄承气丸,大黄（酒蒸）1两，枳实（炒）5钱，厚朴（炒）5钱，槟榔5钱，黄连（酒炒）3钱，黄芩（酒炒）3钱，黄柏（酒炒）3钱，当归3钱，木香2钱。,妇人产后诸症，凡中风感寒及一切血虚发热，或食积瘀滞，疟疾、泻痢、肿胀、疼痛之症；又恶露不行，变生怪病。,,2021/5/19,2021/5/19 15:00,
三黄承气汤,栀子仁1两，黄芩1两，川大黄1两（锉碎，微炒），陈橘皮1两（汤浸，去白瓤，焙），川芒消1两。,痢疾初起，腹痛，眉皱而啼哭，里急后重，烦躁不安者。,,2021/5/19,2021/5/19 15:00,
大半夏丸,半夏4两（汤洗7遍，去滑，焙干，为末），生姜（细擦）3两，蜜3两，青州枣2两（别煮取肉，去皮核，同生姜、蜜入银石器内与半夏末和熬，令稀稠得所），木香半两，沉香半两，青橘皮（汤浸去白，焙）半两，白术半两，陈橘皮（汤浸去白，焙）半两，干姜（炮）半两，附子（炮裂，去皮脐）半两，肉豆蔻（去壳）半两，红豆蔻半两。,伤寒5日，口热舌干，头痛，脚胫痠痛。,,2021/5/19,2021/5/19 15:00,
大半夏丸,半夏6两，桑白皮1两，生甘草1两，皂角（捶碎）6两，生姜（锉碎）6两，青皮2两，槟榔2两，木香2两，郁李仁（汤浸，去皮，别研）2两。,支饮，膈脘不利，咳嗽喘满。,,2021/5/19,2021/5/19 15:00,
大半夏汤,人参1两，茯苓4两，青竹茹5两，大黄6两，橘皮3两，干姜3两，泽泻2两，甘草（炙）2两，桂心2两。,咳嗽。,消痰顺气。,2021/5/19,2021/5/19 15:00,
大圣一粒金丹,黑附子1两（生，去皮脐），川乌头1两（如上），白附子1两，五灵脂1两，白僵蚕1两（炒），白蒺藜（炒）1两（以上6味别为末），白矾（枯）1两，朱砂（别研）半两，没药半两，麝香（研）1钱，乳香（研）半两，全蝎半两（碎亦可用）。,胃反不受食，食已呕吐。,,2021/5/19,2021/5/19 15:00,
大降气汤,紫苏子（微炒）、川芎、细辛（去叶土）、前胡、当归（洗，焙）、厚朴（去粗皮，生姜制）、桔梗（去芦头）、白茯苓（去皮）、半夏曲（炙）、陈橘皮（去白）、肉桂（去粗皮）、甘草（炙）各等分。,男子、妇人一切诸风，气血俱虚，阴阳偏废；卒暴中风，僵仆昏塞，涎潮搐搦，不省人事，失音舌强，手足軃曳，口眼喎斜；或瘫痪偏枯，半身不遂，语言謇涩，举止错乱，四肢麻痹；及治癫痫倒仆，目瞑不开，涎盛作声；或角弓反张，目睛直视，口噤闷绝，牙关紧急；并治风搏于阳经，目眩头痛，耳作蝉鸣，皮肤瞤搐，频欠喜睡，项强拘急，不能回顾，及肾脏风虚，脚膝疼痛，步履艰难，偏风流注，一边屈伸不得。,补益五脏，固密真元，通流关节，祛逐风邪，壮筋续骨。,2021/5/19,2021/5/19 15:00,
大青丸,薄荷3钱，甘草3钱，栀子3钱，黄芩3钱，黄连3钱，大黄8钱，玄明粉6钱，连翘6钱。,上盛下虚，膈壅涎实，咽干不利，咳嗽喘粗，腹肋满闷。,,2021/5/19,2021/5/19 15:00,
大金花丸,黄柏半两，黄芩半两，黄连半两，大黄半两。,时行瘟疫发热，并劳役发热，上膈一切结热。,,2021/5/19,2021/5/19 15:00,
大泽兰丸,泽兰2两6铢，藁本1两18铢，当归1两18铢，甘草1两18铢，紫石英3两，芎1两半，干地黄1两半，柏子仁1两半，五味子1两半，桂心1两6铢，石斛1两6铢，白术1两6铢，白芷1两，苁蓉1两，厚朴1两，防风1两，薯蓣1两，茯苓1两，干姜1两，禹余粮1两，细辛1两，卷柏1两，蜀椒18铢，人参18铢，杜仲18铢，牛膝18铢，蛇床子18铢，续断18铢，艾叶18铢，芜荑18铢，赤石脂2两，石膏2两（1方有枳实18铢，门冬1两半）。,中外诸热，寝汗咬牙，睡语惊悸，溺血淋闭，咳血衄血，瘦弱头痛，并骨蒸、肺痿、喘嗽。疹后痨，疹既收没，毒邪犹郁于肌肉间，昼夜发热，渐致发焦肤槁，羸瘦如柴，变成骨蒸痨瘵。,,2021/5/19,2021/5/19 15:00,
大肥儿丸,四味肥儿丸加干蟾1两，芜荑5钱。,妇人虚损及中风余病，疝瘕，阴中冷痛；或头风入脑，寒痹筋挛缓急，血闭无子，面上游风去来，目泪出，多涕唾，忽忽如醉；或胃中冷逆胸中，呕不止，及泄痢淋沥；或五脏六腑寒热不调，心下痞急，邪气咳逆；或漏下赤白，阴中肿痛，胸胁支满；或身体皮肤中涩如麻豆，若痒，痰癖结气；或四肢拘挛，风行周身，骨节疼痛，目眩无所见；或上气恶寒，洒淅如疟；或喉痹鼻齆，风痫癫疾；或月水不通，魂魄不定，饮食无味，并产后内衄。,,2021/5/19,2021/5/19 15:00,
大金丹,甘草4两，黑郁金4两，玄明粉2两，白矾8钱，生硼砂1两，煅金礞石1两（共为细粉），冰片8分，薄荷冰8分，朱砂面3钱，姜汁3钱，竹沥膏4钱。,脾疳，饮食少思，肌肉消瘦，肚大颈细，发稀成穗，项间结核，发热作渴，精神倦怠，便出酸臭，爱食泥土；或口鼻头疱；或肚见青筋，啮齿下利，便白五疳。,,2021/5/19,2021/5/19 15:00,
大枣散,芫花（微炒）1分，甘遂（炙）半两，大戟（煨，去皮）1分。,卒然中风，痰壅气闭，神昏不语，胸膈不利，头眩耳鸣，哮喘咳嗽。,化痰顺气，定喘止嗽。,2021/5/19,2021/5/19 15:00,
千金肥儿饼,莲子4两，茯苓4两，芡实4两，干山药4两，扁豆4两，薏苡仁4两，神曲2两，麦芽2两，山楂2两，甘草2两，人参2两，使君子2两，白糯米2升。,遍体浮肿，腹胀上气，不得卧，大小便涩。太阳中风，下利，呕逆，短气，不恶寒，热汗出，发作有时，头痛，心下痞硬，引胁下痛。兼及水肿，腹胁胀，酒食积，肠垢积滞，痃癖肾积，蓄热极痛，上气久不已。并风热燥甚，结于下焦，大小便不通。,,2021/5/19,2021/5/19 15:00,
上下清凉散,黄芩2-3钱，麦冬1钱5分，白芍1钱5分，甘草1钱5分，栀子1钱5分。,小儿伤食。呕吐泄泻，痰嗽吭喘，热积，面黄肌瘦削，腹胀肚青筋，致成疳积慢惊。,,2021/5/19,2021/5/19 15:00,
大黄除热汤,大黄3两，黄芩3两，柴胡1两，芒消（别研）1两，甘草1两。,实热腹痛，发热口干，便燥，火焰，腹痛，脉洪数而有力。,,2021/5/19,2021/5/19 15:00,
大黄饮,大黄（蒸3度）2两，熟干地黄（切，焙）2两，雄黄（研）1两，青羊脂（细切）1两，干姜（炮）1两，桂（去粗皮）1两，赤芍药1两，细辛（去苗叶）1两，甘草（炙，锉）1两。,阳实发热。,,2021/5/19,2021/5/19 15:00,
大黄汤,大黄（锉，炒）1两，芍药1两，赤茯苓（去黑皮）1两，大麻仁半升（别研，每服旋入1合）。,中风，身如角弓反张，及飞尸入腹，痛闷绝，往来有时，筋急，少阴寒热，口噤不开。,,2021/5/19,2021/5/19 15:00,
大黄汤,大黄3铢，人参3铢，细辛3铢，干姜3铢，当归3铢，甘皮3铢。,乳石发动，热结，小便淋涩，小腹痛。,,2021/5/19,2021/5/19 15:00,
大黄汤,大黄12铢，牡蛎12铢，龙骨12铢，栝楼根12铢，甘草12铢，桂心12铢，赤石脂6铢，寒水石（如无，以朴消代之）6铢。,少小风痫，积聚腹痛。,,2021/5/19,2021/5/19 15:00,
大黄厚朴汤,制锦纹6钱，炙枳壳3钱，川朴2钱，炙广木香1钱半。,少小中风，状如欲绝。,,2021/5/19,2021/5/19 15:00,
大黄枳壳丸,大黄、枳壳、厚朴、陈皮、甘草、木通。,下痢赤白，1-2日间，腹痛拒按，里急后重，脉实体强。,,2021/5/19,2021/5/19 15:00,
大黄牡丹汤,大黄4两，牡丹1两，桃仁50个，瓜子半升，芒消3合。,积热泄泻，发热口渴，肚腹皮热，时或疼痛，小便赤涩，泻下黄沫，肛门重滞，腹痛，欲便而不得便。,,2021/5/19,2021/5/19 15:00,
大陷胸汤,大黄6两（去皮），芒消1升，甘遂1钱匕。,肠痈初起，湿热瘀滞，少腹肿痞，疼痛拒按，小便自调，或善屈右足，牵引则痛剧，或时时发热，身汗恶寒，舌苔薄腻而黄。现用于湿热瘀滞的急性阑尾炎、妇女急性盆腔炎、附件炎、痔漏。肠痈者，少腹肿痞，按之即痛如淋，小便自调，时时发热，自汗出，复恶寒，其脉迟紧，脓未成。产后恶露不下，小便不利，血水壅遏，少腹满痛，通身浮肿，大便难者；经水不调，赤白带下，赤白痢疾，小腹凝结，小便赤涩，或有水气者。瘀血冲逆；桃核承气汤证而小便不利；内痔、毒淋、便毒。,泻热破瘀，散结消肿。排血利尿。攻下荡热消痈，清肠消炎。抗菌消炎，增进血液循环，促进胃肠蠕动，排除肠内积物。,2021/5/19,2021/5/19 15:00,
大排风天麻散,天麻2两，乌蛇（酒炙，用肉）1两1分，羌活（去芦头）1两，独活（去芦头）1两，秦艽（去苗土）2两半，当归（切，焙）1两1分，桂（去粗皮）3分，白芷（炒）1两1分，麻黄（去根节，先煎，掠去沫，焙干）2两1分，细辛（去苗叶）2两，青葙子（微炒）2两，枳壳（去瓤，麸炒）2两半，附子（炮裂，去皮脐）1分(疒帬),结胸证。从心下至少腹硬满而痛不可近，大便秘结，日晡潮热，或短气躁烦，舌上燥而渴，脉沉紧有力。现用于肠梗阻、胆道感染、胆石病、急性胰腺炎等见有上述证候者。太阳病，脉浮而动数，头痛发热，微盗汗出，反恶寒，表未解，医反下之，动数变迟，膈内拒痛，胃中空虚，客气动膈，短气躁烦，心中懊憹，阳气内陷，心下因硬，则为结胸；伤寒6-7日，结胸热实、脉沉而紧，心下痛，按之石硬者；结胸，无大热，水结在胸胁，但头微汗出者；太阳病，重发汗而复下之，不大便5-6日，舌上燥而渴，日晡所小有潮热，从心下至少腹硬满而痛不可近者。各类腹腔炎症发展到严重阶段而出现的肠麻痹、肠梗阻；胆道系统感染和胆石病；急性出血、坏死性胰腺炎合并麻痹性肠梗阻。单纯性肠梗阻肠腔积液较多者；幽门梗阻、急性胃扩张。急性胰腺炎，里壮里实者。,泻热逐水。,2021/5/19,2021/5/19 15:00,
大造丸,紫河车1具（米泔水洗净，新瓦上焙干。用须首生者佳。或云砂锅随水煮干，捣烂），败龟版（年久者，童便浸3日，酥炙黄）2两，黄柏（去粗皮，盐酒浸，炒褐色）1两5钱，杜仲（酥炙，去丝）1两5钱，牛膝（去苗，酒浸，晒干）1两2钱，怀生地黄2两5钱（肥大沉水者，纳入砂仁末6钱，白茯苓一块重2两，稀绢包，同入银罐内，好酒煮7次，去茯苓不用），天门冬（去心）1两2钱，麦门冬（去心）1两2钱，人参1两。,肺中风，(疒帬)麻不仁，手足牵急。,,2021/5/19,2021/5/19 15:00,
大黄汤,大黄（细锉，微炒）3分，木通（锉）3分，木香1分，升麻半两，羚羊角屑半两，白茅根（锉）半两，黄芩（去黑心）半两。,男子阳萎遗精，妇人带下，素无孕育；大病后久不能作声，足痿不任地者；虚损劳伤，咳嗽潮热。,,2021/5/19,2021/5/19 15:00,
大黄汤,大黄（锉碎，醋少许炒）半两，当归（切，焙）半两，熟干地黄（焙）半两，桂（去粗皮）半两，芍药半两，吴茱萸（浸洗，焙干，炒）1分，雄黄（研）1分。,伤寒，狂言欲走，大小便不通，腹痛胀满。,,2021/5/19,2021/5/19 15:00,
大黄左经汤,大黄（蒸）、细辛（去苗）、茯苓、防己、羌活、黄芩、前胡、枳壳（麸炒，去瓤）、厚朴（去皮，锉，姜制，炒）、甘草（炙）、杏仁（麸炒，去皮尖，别研）。,产后中风，角弓反张，不得俯仰，筋脉急痛。,,2021/5/19,2021/5/19 15:00,
大豆散,大豆2两（熬令焦），姜2两，蜀椒2两（去目，汗）。,风寒暑湿流注足阳明经，使腰脚痹痛，行步艰难，涎潮昏塞，大小便秘涩，腹痛呕吐，或复下利，恶闻食气，喘满肩息，或自汗谵妄。,,2021/5/19,2021/5/19 15:00,
三黄解毒汤,黄柏、黄芩、黄连、山栀、大黄各等分。,卒中风欲死，口不开，身不得着席。,,2021/5/19,2021/5/19 15:00,
三黄凉膈散,黄连4分，甘草5分，川芎7分，黄柏1钱，黄芩1钱，栀子1钱，赤芍1钱，薄荷1钱，青皮8分，陈皮1钱，花粉1钱，射干1钱，银花1钱5分，当归1钱5分，元参2钱。,妊娠伤寒5-6日后，表邪悉罢，并无头疼恶寒之症，只烦躁发热大渴，小便赤，大便秘，或利下赤水，六脉沉实。,,2021/5/19,2021/5/19 15:00,
大青龙加黄芩汤,麻黄2两，桂枝6钱2字半，甘草6钱2字半，杏仁40个，生姜1两，大枣12枚，石膏2鸡子大，黄芩6钱2字半。,咽喉一切诸症，初起黄红，甚至紫黑，壅肿疼痛，恶寒发热。,,2021/5/19,2021/5/19 15:00,
大补汤,当归3两，干地黄3两，半夏（洗去滑）3两，桂心3两，吴茱萸1升（一本无），人参2两，麦门冬（去心）2两，芎2两，干姜2两，甘草（炙）2两，白芷2两，芍药4两，大枣40枚（擘）。,太阳无汗，恶风烦躁。寒疫头痛，身热无汗，恶风烦躁者。,,2021/5/19,2021/5/19 15:00,
三黄解毒汤,酒芩、酒连、紫草、红花、枳实、当归梢、木通、酒大黄、槟榔。,产后虚不足，少气乏力，腹中拘急痛；及诸疾痛，内崩伤绝，虚竭里急，腰及小腹痛。,,2021/5/19,2021/5/19 15:00,
三黄汤,麻黄30铢（去节），黄耆12铢，黄芩18铢，独活1两，细辛12铢。,痘疹，大便秘结，烦躁作渴，腹痛者。,,2021/5/19,2021/5/19 15:00,
三黄汤,大黄3两，黄芩2两，栀子14枚（擘），豉1升（绵裹），麻黄（去节）2两，甘草（炙）2两。,中风，手足拘挛，百节痛烦，烦热心乱，恶寒经日，不欲饮食；贼风偏猥腿风，半身不遂；失音不语。,,2021/5/19,2021/5/19 15:00,
三黄汤,大黄3两，黄连3两，黄芩3两。,服石发热或中风发热。,杀石气，下去实，兼发汗解肌。折石热，通气，泄肠胃。,2021/5/19,2021/5/19 15:00,
大半夏汤,半夏3升，人参2两，白蜜1升，白术1升，生姜3两。,三焦壅热，烦躁谵语，腹痛胀满，大便秘结，胬肉攀睛；妇人伤寒6-7日，胃中有燥屎，大便难，烦躁谵语，目赤，毒气闭塞不得流通；心受积热，谵语发狂，逾墙上屋；热证口疳。,,2021/5/19,2021/5/19 15:00,
大补元煎,熟地5钱，党参3钱，山药2钱，杜仲2钱，枣仁2钱，枸杞2钱，萸肉1钱，炙草2钱，故纸2钱，白术3钱，肉桂2钱，附子1钱。,胃反不受食，食已即呕吐。,,2021/5/19,2021/5/19 15:00,
大芦荟丸,胡黄连1两，黄连1两，芦荟1两，白芜荑（炒）1两，白雷丸（破开，赤者勿用）1两，木香1两，鹤虱草（微炒）1两，龙胆草1两。,痘疹误服凉药，呕吐泄泻，痘不起发，危在旦夕。,大补气血。,2021/5/19,2021/5/19 15:00,
大芦荟丸,芦荟（研）半两，木香半两，青橘皮半两，胡黄连半两，黄连半两，白芜荑（去扇称）半两，雷丸（破开，白者佳，赤者杀人，勿用）半两，鹤虱（微炒）半两，麝香2钱（另研）。,小儿肝脾疳积，发热体瘦，热渴，大便不调或瘰苈结核，耳内生疮，牙腮蚀烂，目生云翳。,清热治疳。,2021/5/19,2021/5/19 15:00,
上清丸,薄荷1两，柴胡1两，蔓荆子5钱，白芷5钱，苏叶2两，陈皮1两，半夏1两，甘草1两，桔梗3两，黄芩2两，麦冬3两，天门冬3两。,小儿疳积、虫积。肚腹紧胀，心胸膨满，消瘦神困，肚胀青筋，肠鸣泻臭，食即呕哕。喜食酒肉，食不生肌，胸满胁胀，烦躁迷闷，眠不安席。肝脾疳积，食积发热，目生云翳；或疳热，颈项结核；或耳内生疮，肌体消瘦，发热作渴，饮食少思，肚腹膨胀；或牙龈蚀落，颊腮腐烂；阴囊、玉茎生疮；或胸胁小腹作痛。,治疳杀虫，和胃止泻。,2021/5/19,2021/5/19 15:00,
